"network_db";"original_id";"reference";"citation";"doi";"study_common"
"B22";"M_PL_Trojelsgaard_2015_Site11_Gomera1";NA;"Trojelsgaard_2015_Site11_Gomera1";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site12_Gomera2";NA;"Trojelsgaard_2015_Site12_Gomera2";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site13_Hierro1";NA;"Trojelsgaard_2015_Site13_Hierro1";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site14_Hierro2";NA;"Trojelsgaard_2015_Site14_Hierro2";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site2_WesternSahara2";NA;"Trojelsgaard_2015_Site2_WesternSahara2";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site3_Fuerteventura1";NA;"Trojelsgaard_2015_Site3_Fuerteventura1";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site4_Fuerteventura2";NA;"Trojelsgaard_2015_Site4_Fuerteventura2";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site5_GranCanaria1";NA;"Trojelsgaard_2015_Site5_GranCanaria1";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site6_GranCanaria2";NA;"Trojelsgaard_2015_Site6_GranCanaria2";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site7_TenerifeSouth1";NA;"Trojelsgaard_2015_Site7_TenerifeSouth1";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site8_TenerifeSouth2";NA;"Trojelsgaard_2015_Site8_TenerifeSouth2";NA;"Trojelsgaard_2015"
"B22";"M_PL_Trojelsgaard_2015_Site9_TenerifeTeno1";NA;"Trojelsgaard_2015_Site9_TenerifeTeno1";NA;"Trojelsgaard_2015"
"B22";"M_PL_Tur2013-CN";NA;"Tur2013-CN";NA;"Tur_2013"
"B22";"M_PL_Tur2013-PC";NA;"Tur2013-PC";NA;"Tur_2013"
"B22";"M_PL_Vazquez";NA;"Vazquez";NA;"Vazquez_NA"
"B22";"M_PL_Vizentin";NA;"Vizentin";NA;"Vizentin_NA"
"B22";"M_PL_Weiner2011";NA;"Weiner2011";NA;"Weiner2011"
"B22";"M_PL_Yamazaki2003";NA;"Yamazaki2003";NA;"Yamazaki2003"
"B22";"M_SD_Aguiar_2007";NA;"Aguiar_2007";NA;"Aguiar_2007"
"B22";"M_SD_Aguilar-Garavito_2014_mature";NA;"Aguilar-Garavito_2014_mature";NA;"Aguilar-Garavito 2014"
"B22";"M_SD_Albrecht_102_2012";NA;"Albrecht_102_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_11_2012";NA;"Albrecht_11_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_111_2011";NA;"Albrecht_111_2011";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_111_2012";NA;"Albrecht_111_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_112_2011";NA;"Albrecht_112_2011";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_112_2012";NA;"Albrecht_112_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_13_2012";NA;"Albrecht_13_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_15_2012";NA;"Albrecht_15_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_203_2012";NA;"Albrecht_203_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_30_2012";NA;"Albrecht_30_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_301_2012";NA;"Albrecht_301_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_314_2012";NA;"Albrecht_314_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_315_2011";NA;"Albrecht_315_2011";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_315_2012";NA;"Albrecht_315_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_35_2012";NA;"Albrecht_35_2012";NA;"Albrecht_2012"
"B22";"M_SD_Albrecht_36_2012";NA;"Albrecht_36_2012";NA;"Albrecht_2012"
"B22";"M_SD_Andrade_2011";NA;"Andrade_2011";NA;"Andrade_2011"
"B22";"M_SD_Arias-Arone_2016";NA;"Arias-Arone_2016";NA;"Arias-Arone 2016"
"B22";"M_SD_Athie_2009";NA;"Athie_2009";NA;"Athie_2009"
"B22";"M_SD_Baird1980";NA;"Baird1980";NA;"Baird_1980"
"B22";"M_SD_Balasubramanian_1996";NA;"Balasubramanian_1996";NA;"Balasubramanian_1996"
"B22";"M_SD_Bastazini_2018";NA;"Bastazini_2018";NA;"Bastazini_2018"
"B22";"M_SD_Beehler1983";NA;"Beehler1983";NA;"Beehler1983"
"B22";"M_SD_Blake_1992";NA;"Blake_1992";NA;"Blake_1992"
"B22";"M_SD_Bleher_2003";NA;"Bleher_2003";NA;"Bleher_2003"
"B22";"M_SD_Blendinger_2015";NA;"Blendinger_2015";NA;"Blendinger_2015"
"B22";"M_SD_Bollen_2000";NA;"Bollen_2000";NA;"Bollen_2000"
"B22";"M_SD_Brito_2010";NA;"Brito_2010";NA;"Brito_2010"
"B22";"M_SD_Burns_2013";NA;"Burns_2013";NA;"Burns_2013"
"B22";"M_SD_Camargo_2009";NA;"Camargo_2009";NA;"Camargo_2009"
"B22";"M_SD_Carlo2003-1";NA;"Carlo2003-1";NA;"Carlo_2003"
"B22";"M_SD_Carlo2003-2";NA;"Carlo2003-2";NA;"Carlo_2003"
"B22";"M_SD_Carlo2003-3";NA;"Carlo2003-3";NA;"Carlo_2003"
"B22";"M_SD_Carlo2003-4";NA;"Carlo2003-4";NA;"Carlo_2003"
"B22";"M_SD_Carvalho_2008";NA;"Carvalho_2008";NA;"Carvalho_2008"
"B22";"M_SD_Casallas-Pabon_2017";NA;"Casallas-Pabon_2017";NA;"Casallas-Pabon_2017"
"B22";"M_SD_Castano_2009";NA;"Castano_2009";NA;"Castano_2009"
"B22";"M_SD_Castano_2018";NA;"Castano_2018";NA;"Castano_2018"
"B22";"M_SD_Castley_2001";NA;"Castley_2001";NA;"Castley_2001"
"B22";"M_SD_Castro_2015";NA;"Castro_2015";NA;"Castro_2015"
"B22";"M_SD_Castro-Luna_2012";NA;"Castro-Luna_2012";NA;"Castro-Luna_2012"
"B22";"M_SD_Chama_2013_net1";NA;"Chama_2013_net1";NA;"Chama 2013"
"B22";"M_SD_Chama_2013_net2";NA;"Chama_2013_net2";NA;"Chama 2013"
"B22";"M_SD_Chama_2013_net3";NA;"Chama_2013_net3";NA;"Chama 2013"
"B22";"M_SD_Chama_2013_net4";NA;"Chama_2013_net4";NA;"Chama 2013"
"B22";"M_SD_Chama_2013_net5";NA;"Chama_2013_net5";NA;"Chama 2013"
"B22";"M_SD_Chama_2013_net6";NA;"Chama_2013_net6";NA;"Chama 2013"
"B22";"M_SD_Chama_2013_net7";NA;"Chama_2013_net7";NA;"Chama 2013"
"B22";"M_SD_Chama_2013_net8";NA;"Chama_2013_net8";NA;"Chama 2013"
"B22";"M_SD_Chama_2013_net9";NA;"Chama_2013_net9";NA;"Chama 2013"
"B22";"M_SD_Chapman_1996";NA;"Chapman_1996";NA;"Chapman_1996"
"B22";"M_SD_Chatterjee_2014";NA;"Chatterjee_2014";NA;"Chatterjee_2014"
"B22";"M_SD_Chaves_2018_forest_edge";NA;"Chaves_2018_forest_edge";NA;"Chaves 2018"
"B22";"M_SD_Chaves_2018_mature_forest";NA;"Chaves_2018_mature_forest";NA;"Chaves 2018"
"B22";"M_SD_Chen_1999";NA;"Chen_1999";NA;"Chen_1999"
"B22";"M_SD_Chimera_2010";NA;"Chimera_2010";NA;"Chimera_2010"
"B22";"M_SD_Combined_Schleuning";NA;"Combined_Schleuning";NA;"Combined_Schleuning"
"B22";"M_SD_continuous_Farwig";NA;"continuous_Farwig";NA;"continuous_Farwig"
"B22";"M_SD_Correa_2016_Apaporis";NA;"Correa_2016_Apaporis";NA;"Correa 2016"
"B22";"M_SD_Correa_2016_Caqueta";NA;"Correa_2016_Caqueta";NA;"Correa 2016"
"B22";"M_SD_Correia_2016_non-sanctuary";NA;"Correia_2016_non-sanctuary";NA;"Correia_2016"
"B22";"M_SD_Correia_2016_sanctuary";NA;"Correia_2016_sanctuary";NA;"Correia_2016"
"B22";"M_SD_Costa_2013_endozoochory";NA;"Costa_2013_endozoochory";NA;"Costa_2013_endozoochory"
"B22";"M_SD_Costa_2016";NA;"Costa_2016";NA;"Costa_2016"
"B22";"M_SD_Costa_2018_before_only";NA;"Costa_2018_before_only";NA;"Costa_2018"
"B22";"M_SD_Crome1975";NA;"Crome1975";NA;"Crome1975"
"B22";"M_SD_Cruz_2013_Autumn";NA;"Cruz_2013_Autumn";NA;"Cruz_2013"
"B22";"M_SD_Cruz_2013_Summer";NA;"Cruz_2013_Summer";NA;"Cruz_2013"
"B22";"M_SD_Cruz_2013_Winter";NA;"Cruz_2013_Winter";NA;"Cruz_2013"
"B22";"M_SD_da_Silva_2015_site_A";NA;"da_Silva_2015_site_A";NA;"da Silva 2015"
"B22";"M_SD_da_Silva_2015_site_B";NA;"da_Silva_2015_site_B";NA;"da Silva 2015"
"B22";"M_SD_da_Silva_2015_site_C";NA;"da_Silva_2015_site_C";NA;"da Silva 2015"
"B22";"M_SD_Daru_2015";NA;"Daru_2015";NA;"Daru_2015"
"B22";"M_SD_David_2011_tree_focal_watches";NA;"David_2011_tree_focal_watches";NA;"David_2011"
"B22";"M_SD_de_la_Pena_2003";NA;"de_la_Pena_2003";NA;"de_la_Pena_2003"
"B22";"M_SD_de_Oliveira_1999";NA;"de_Oliveira_1999";NA;"de_Oliveira_1999"
"B22";"M_SD_Debussche_1989";NA;"Debussche_1989";NA;"Debussche_1989"
"B22";"M_SD_Dehling_2017_San_Pedro_1";NA;"Dehling_2017_San_Pedro_1";NA;"Dehling 2017"
"B22";"M_SD_Dehling_2017_San_Pedro_2";NA;"Dehling_2017_San_Pedro_2";NA;"Dehling 2017"
"B22";"M_SD_Dehling_2017_San_Pedro_3";NA;"Dehling_2017_San_Pedro_3";NA;"Dehling 2017"
"B22";"M_SD_Dehling_2017_San_Pedro_4";NA;"Dehling_2017_San_Pedro_4";NA;"Dehling 2017"
"B22";"M_SD_Dehling_2017_Wayqecha_1";NA;"Dehling_2017_Wayqecha_1";NA;"Dehling 2017"
"B22";"M_SD_Dehling_2017_Wayqecha_2";NA;"Dehling_2017_Wayqecha_2";NA;"Dehling 2017"
"B22";"M_SD_Dehling_2017_Wayqecha_3";NA;"Dehling_2017_Wayqecha_3";NA;"Dehling 2017"
"B22";"M_SD_Dehling_2017_Wayqecha_4";NA;"Dehling_2017_Wayqecha_4";NA;"Dehling 2017"
"B22";"M_SD_Donatti_2011";NA;"Donatti_2011";NA;"Donatti_2011"
"B22";"M_SD_Dos_Reis_1983_Cult_et_form_sec";NA;"Dos_Reis_1983_Cult_et_form_sec";NA;"Dos Reis 1983"
"B22";"M_SD_Dowsett-Lemaire_1988";NA;"Dowsett-Lemaire_1988";NA;"Dowsett-Lemaire_1988"
"B22";"M_SD_Dubost_1984";NA;"Dubost_1984";NA;"Dubost_1984"
"B22";"M_SD_Dupont_1997";NA;"Dupont_1997";NA;"Dupont_1997"
"B22";"M_SD_Engel_2000";NA;"Engel_2000";NA;"Engel_2000"
"B22";"M_SD_Estrada-Villegas_2010";NA;"Estrada-Villegas_2010";NA;"Estrada-Villegas_2010"
"B22";"M_SD_Fadini_2004";NA;"Fadini_2004";NA;"Fadini_2004"
"B22";"M_SD_Falcon_2018";NA;"Falcon_2018";NA;"Falcon_2018"
"B22";"M_SD_Faria_1996";NA;"Faria_1996";NA;"Faria_1996"
"B22";"M_SD_Faustino_2006";NA;"Faustino_2006";NA;"Faustino_2006"
"B22";"M_SD_Fleming_1977";NA;"Fleming_1977";NA;"Fleming_1977"
"B22";"M_SD_Fonseca_2007";NA;"Fonseca_2007";NA;"Fonseca_2007"
"B22";"M_SD_Fontanari_2018";NA;"Fontanari_2018";NA;"Fontanari_2018"
"B22";"M_SD_fragmented_Farwig";NA;"fragmented_Farwig";NA;"fragmented_Farwig"
"B22";"M_SD_Fricke_2018_Saipan";NA;"Fricke_2018_Saipan";NA;"Fricke_2018"
"B22";"M_SD_Frost1980";NA;"Frost1980";NA;"Frost1980"
"B22";"M_SD_Fuentes_1994";NA;"Fuentes_1994";NA;"Fuentes_1994"
"B22";"M_SD_Galetti1996-1";NA;"Galetti1996-1";NA;"Galetti_1996"
"B22";"M_SD_Galetti1996-2";NA;"Galetti1996-2";NA;"Galetti_1996"
"B22";"M_SD_Garcia_2014_Blue_Duck";NA;"Garcia_2014_Blue_Duck";NA;"GarcÃ­a_2014"
"B22";"M_SD_Garcia_2014_Charles_Plimmer";NA;"Garcia_2014_Charles_Plimmer";NA;"GarcÃ­a_2014"
"B22";"M_SD_Garcia_2014_George_Denton";NA;"Garcia_2014_George_Denton";NA;"GarcÃ­a_2014"
"B22";"M_SD_Garcia_2014_Mount_Fyfee_Reserve";NA;"Garcia_2014_Mount_Fyfee_Reserve";NA;"GarcÃ­a_2014"
"B22";"M_SD_Garcia_2014_Puhi-Puhi_River";NA;"Garcia_2014_Puhi-Puhi_River";NA;"GarcÃ­a_2014"
"B22";"M_SD_Garcia_2014_Zealandia";NA;"Garcia_2014_Zealandia";NA;"GarcÃ­a_2014"
"B22";"M_SD_Garcia_2016";NA;"Garcia_2016";NA;"Garcia_2016"
"B22";"M_SD_Garcia_et_al";NA;"Garcia_et_al";NA;"Garcia_et_al"
"B22";"M_SD_Garcia-Estrada_2012";NA;"Garcia-Estrada_2012";NA;"Garcia-Estrada_2012"
"B22";"M_SD_Garcia-Morales_2012";NA;"Garcia-Morales_2012";NA;"Garcia-Morales_2012"
"B22";"M_SD_Genrich_2017";NA;"Genrich_2017";NA;"Genrich_2017"
"B22";"M_SD_Githiru_2002";NA;"Githiru_2002";NA;"Githiru_2002"
"B22";"M_SD_Gomes_2013";NA;"Gomes_2013";NA;"Gomes_2013"
"B22";"M_SD_Gorchov_1995";NA;"Gorchov_1995";NA;"Gorchov_1995"
"B22";"M_SD_Hamann1999";NA;"Hamann1999";NA;"Hamann1999"
"B22";"M_SD_Hasui_1998";NA;"Hasui_1998";NA;"Hasui_1998"
"B22";"M_SD_Hayashi_1996";NA;"Hayashi_1996";NA;"Hayashi_1996"
"B22";"M_SD_Heleno";NA;"Heleno";NA;"Heleno"
"B22";"M_SD_Hernandez-Montero_2015_B4_Dry";NA;"Hernandez-Montero_2015_B4_Dry";NA;"Hernandez-Montero 2015"
"B22";"M_SD_Hernandez-Montero_2015_B4_Norte";NA;"Hernandez-Montero_2015_B4_Norte";NA;"Hernandez-Montero 2015"
"B22";"M_SD_Hladik_1969";NA;"Hladik_1969";NA;"Hladik_1969"
"B22";"M_SD_Hodgkison_2001";NA;"Hodgkison_2001";NA;"Hodgkison_2001"
"B22";"M_SD_Hovestadt_1997";NA;"Hovestadt_1997";NA;"Hovestadt_1997"
"B22";"M_SD_Innis_1989_ANVF";NA;"Innis_1989_ANVF";NA;"Innis 1989"
"B22";"M_SD_Innis_1989_NVF_CNVF";NA;"Innis_1989_NVF_CNVF";NA;"Innis 1989"
"B22";"M_SD_Jaroszewicz_2013";NA;"Jaroszewicz_2013";NA;"Jaroszewicz_2013"
"B22";"M_SD_Jayasekara_2003";NA;"Jayasekara_2003";NA;"Jayasekara_2003"
"B22";"M_SD_Jayasekara_2007";NA;"Jayasekara_2007";NA;"Jayasekara_2007"
"B22";"M_SD_Jordano-1";NA;"Jordano-1";NA;"Jordano-1"
"B22";"M_SD_Junior_2010";NA;"Junior_2010";NA;"Junior_2010"
"B22";"M_SD_Kalko_BCI_zero_intx_removed";NA;"Kalko_BCI_zero_intx_removed";NA;"Kalko_BCI_zero_intx_removed"
"B22";"M_SD_Kamruzzaman_2008";NA;"Kamruzzaman_2008";NA;"Kamruzzaman_2008"
"B22";"M_SD_Kantak1979";NA;"Kantak1979";NA;"Kantak_1979"
"B22";"M_SD_Kessler-Rios_2012";NA;"Kessler-Rios_2012";NA;"Kessler-Rios_2012"
"B22";"M_SD_KITA_mammals_added";NA;"KITA_mammals_added";NA;"KITA_mammals_added"
"B22";"M_SD_Kitamura_2002";NA;"Kitamura_2002";NA;"Kitamura_2002"
"B22";"M_SD_Koike_2008";NA;"Koike_2008";NA;"Koike_2008"
"B22";"M_SD_Kone_2008";NA;"Kone_2008";NA;"Kone_2008"
"B22";"M_SD_Labbe_2011";NA;"Labbe_2011";NA;"Labbe_2011"
"B22";"M_SD_Lambert1989";NA;"Lambert1989";NA;"Lambert1989"
"B22";"M_SD_Lefevre_2008";NA;"Lefevre_2008";NA;"Lefevre_2008"
"B22";"M_SD_Lessa_2010";NA;"Lessa_2010";NA;"Lessa_2010"
"B22";"M_SD_Lessa_2013";NA;"Lessa_2013";NA;"Lessa_2013"
"B22";"M_SD_Lima_2016";NA;"Lima_2016";NA;"Lima_2016"
"B22";"M_SD_Llewellyn_1952";NA;"Llewellyn_1952";NA;"Llewellyn_1952"
"B22";"M_SD_Loayza_2006";NA;"Loayza_2006";NA;"Loayza_2006"
"B22";"M_SD_Lopez_and_Vaughn_2004";NA;"Lopez_and_Vaughn_2004";NA;"Lopez_and_Vaughn_2004"
"B22";"M_SD_Lou_2005";NA;"Lou_2005";NA;"Lou_2005"
"B22";"M_SD_Lou_2007";NA;"Lou_2007";NA;"Lou_2007"
"B22";"M_SD_MacFarlane_2016";NA;"MacFarlane_2016";NA;"MacFarlane_2016"
"B22";"M_SD_Machado-de-Souza_2019";NA;"Machado-de-Souza_2019";NA;"Machado-de-Souza_2019"
"B22";"M_SD_Mack1996";NA;"Mack1996";NA;"Mack & Wright 1996"
"B22";"M_SD_Malacco_da_Silva_2014";NA;"Malacco_da_Silva_2014";NA;"Malacco_da_Silva_2014"
"B22";"M_SD_Malmborg_1988_1980";NA;"Malmborg_1988_1980";NA;"Malmborg_1988"
"B22";"M_SD_Malmborg_1988_1981";NA;"Malmborg_1988_1981";NA;"Malmborg_1988"
"B22";"M_SD_Malmborg_1988_1982";NA;"Malmborg_1988_1982";NA;"Malmborg_1988"
"B22";"M_SD_Mancina_2007_dry";NA;"Mancina_2007_dry";NA;"Mancina 2007"
"B22";"M_SD_Marcos_da_Silva_2013";NA;"Marcos_da_Silva_2013";NA;"Marcos_da_Silva_2013"
"B22";"M_SD_Mello_2014_Mata_de_Grota";NA;"Mello_2014_Mata_de_Grota";NA;"Mello 2014"
"B22";"M_SD_Menke_2012_edge_highly_dist";NA;"Menke_2012_edge_highly_dist";NA;"Menke 2012"
"B22";"M_SD_Menke_2012_edge_little_dist";NA;"Menke_2012_edge_little_dist";NA;"Menke 2012"
"B22";"M_SD_Menke_2012_interior_highly_dist";NA;"Menke_2012_interior_highly_dist";NA;"Menke 2012"
"B22";"M_SD_Menke_2012_interior_little_dist";NA;"Menke_2012_interior_little_dist";NA;"Menke 2012"
"B22";"M_SD_Milton_2001";NA;"Milton_2001";NA;"Milton_2001"
"B22";"M_SD_Montalvan_2015";NA;"Montalvan_2015";NA;"Montalvan_2015"
"B22";"M_SD_Moreno-Mosquera_2011";NA;"Moreno-Mosquera_2011";NA;"Moreno-Mosquera_2011"
"B22";"M_SD_Munin_2012";NA;"Munin_2012";NA;"Munin_2012"
"B22";"M_SD_Munster_2008";NA;"Munster_2008";NA;"Munster_2008"
"B22";"M_SD_Nogales_2017";NA;"Nogales_2017";NA;"Nogales_2017"
"B22";"M_SD_Noma_1997";NA;"Noma_1997";NA;"Noma_1997"
"B22";"M_SD_Novoa_2011";NA;"Novoa_2011";NA;"Novoa_2011"
"B22";"M_SD_Odonnell_1994";NA;"Odonnell_1994";NA;"Odonnell_1994"
"B22";"M_SD_Olesen_2018";NA;"Olesen_2018";NA;"Olesen_2018"
"B22";"M_SD_Ortiz-Pulido_2000";NA;"Ortiz-Pulido_2000";NA;"Ortiz-Pulido_2000"
"B22";"M_SD_Palacios_2016";NA;"Palacios_2016";NA;"Palacios_2016"
"B22";"M_SD_Palita_2011";NA;"Palita_2011";NA;"Palita_2011"
"B22";"M_SD_Passos_2003";NA;"Passos_2003";NA;"Passos_2003"
"B22";"M_SD_Pedro_1992";NA;"Pedro_1992";NA;"Pedro_1992"
"B22";"M_SD_Peredo_2013_Pto_de_San_Lorenzo";NA;"Peredo_2013_Pto_de_San_Lorenzo";NA;"Peredo 2013"
"B22";"M_SD_Peredo_2013_Puertos_de_Marabio";NA;"Peredo_2013_Puertos_de_Marabio";NA;"Peredo 2013"
"B22";"M_SD_Perez-Torres_2004";NA;"Perez-Torres_2004";NA;"Perez-Torres_2004"
"B22";"M_SD_Plein_2013_Farmland_autumn";NA;"Plein_2013_Farmland_autumn";NA;"Plein_2013"
"B22";"M_SD_Plein_2013_Farmland_summer";NA;"Plein_2013_Farmland_summer";NA;"Plein_2013"
"B22";"M_SD_Plein_2013_Forest_autumn";NA;"Plein_2013_Forest_autumn";NA;"Plein_2013"
"B22";"M_SD_Plein_2013_Orchard_autumn";NA;"Plein_2013_Orchard_autumn";NA;"Plein_2013"
"B22";"M_SD_Plein_2013_Orchard_summer";NA;"Plein_2013_Orchard_summer";NA;"Plein_2013"
"B22";"M_SD_Poulin1999_psychotria";NA;"Poulin1999_psychotria";NA;"Poulin et al 1999"
"B22";"M_SD_Poulsen_2001_2002_primates";NA;"Poulsen_2001_2002_primates";NA;"Poulsen_2001"
"B22";"M_SD_Prather_2000";NA;"Prather_2000";NA;"Prather_2000"
"B22";"M_SD_Pratt_1985";NA;"Pratt_1985";NA;"Pratt_1985"
"B22";"M_SD_Preciado-Benitez_2015";NA;"Preciado-Benitez_2015";NA;"Preciado-Benitez_2015"
"B22";"M_SD_Purificacao_2014_forest_dry";NA;"Purificacao_2014_forest_dry";NA;"Purificacao 2014"
"B22";"M_SD_Purificacao_2014_savannah_dry";NA;"Purificacao_2014_savannah_dry";NA;"Purificacao 2014"
"B22";"M_SD_Purificacao_2014_savannah_rainy";NA;"Purificacao_2014_savannah_rainy";NA;"Purificacao 2014"
"B22";"M_SD_Quijano-Vasquez_2017";NA;"Quijano-Vasquez_2017";NA;"Quijano-Vasquez_2017"
"B22";"M_SD_Quitian_2018_1000Fragmented";NA;"Quitian_2018_1000Fragmented";NA;"Quitian_2018"
"B22";"M_SD_Quitian_2018_1000Natural";NA;"Quitian_2018_1000Natural";NA;"Quitian_2018"
"B22";"M_SD_Quitian_2018_2000Fragmented";NA;"Quitian_2018_2000Fragmented";NA;"Quitian_2018"
"B22";"M_SD_Quitian_2018_2000Natural";NA;"Quitian_2018_2000Natural";NA;"Quitian_2018"
"B22";"M_SD_Ramaswami_2017";NA;"Ramaswami_2017";NA;"Ramaswami_2017"
"B22";"M_SD_Ramos-Robles_2016_net10";NA;"Ramos-Robles_2016_net10";NA;"Ramos_2016"
"B22";"M_SD_Ramos-Robles_2016_net2";NA;"Ramos-Robles_2016_net2";NA;"Ramos_2016"
"B22";"M_SD_Ramos-Robles_2016_net3";NA;"Ramos-Robles_2016_net3";NA;"Ramos_2016"
"B22";"M_SD_Ramos-Robles_2016_net4";NA;"Ramos-Robles_2016_net4";NA;"Ramos_2016"
"B22";"M_SD_Ramos-Robles_2016_net6";NA;"Ramos-Robles_2016_net6";NA;"Ramos_2016"
"B22";"M_SD_Ramos-Robles_2016_net7";NA;"Ramos-Robles_2016_net7";NA;"Ramos_2016"
"B22";"M_SD_Ramos-Robles_2016_net8";NA;"Ramos-Robles_2016_net8";NA;"Ramos_2016"
"B22";"M_SD_Ramos-Robles_2018";NA;"Ramos-Robles_2018";NA;"Ramos-Robles_2018"
"B22";"M_SD_Reid_2011";NA;"Reid_2011";NA;"Reid_2011"
"B22";"M_SD_Robinson_2015";NA;"Robinson_2015";NA;"Robinson_2015"
"B22";"M_SD_Rosalino_2010";NA;"Rosalino_2010";NA;"Rosalino_2010"
"B22";"M_SD_Rozzi_1996";NA;"Rozzi_1996";NA;"Rozzi_1996"
"B22";"M_SD_Ruggera_2016_A";NA;"Ruggera_2016_A";NA;"Ruggera_2016"
"B22";"M_SD_Ruggera_2016_Chorro_de_Loros";NA;"Ruggera_2016_Chorro_de_Loros";NA;"Ruggera_2016"
"B22";"M_SD_Ruggera_2016_EcoPortal";NA;"Ruggera_2016_EcoPortal";NA;"Ruggera_2016"
"B22";"M_SD_Ruggera_2016_El_Noglar";NA;"Ruggera_2016_El_Noglar";NA;"Ruggera_2016"
"B22";"M_SD_Ruggera_2016_La_Florida";NA;"Ruggera_2016_La_Florida";NA;"Ruggera_2016"
"B22";"M_SD_Ruggera_2016_Los_Chorizos";NA;"Ruggera_2016_Los_Chorizos";NA;"Ruggera_2016"
"B22";"M_SD_Ruggera_2016_Pozo_Verde";NA;"Ruggera_2016_Pozo_Verde";NA;"Ruggera_2016"
"B22";"M_SD_Ruggera_2016_Quebrada_del_Port";NA;"Ruggera_2016_Quebrada_del_Port";NA;"Ruggera_2016"
"B22";"M_SD_Ruggera_2016_San_Javier";NA;"Ruggera_2016_San_Javier";NA;"Ruggera_2016"
"B22";"M_SD_Ruggera_2016_Sevenguillar";NA;"Ruggera_2016_Sevenguillar";NA;"Ruggera_2016"
"B22";"M_SD_SAAV1";NA;"SAAV1";NA;"Saavedra_2014"
"B22";"M_SD_SAAV2";NA;"SAAV2";NA;"Saavedra_2014"
"B22";"M_SD_Sanchez_2012_Iguazu";NA;"Sanchez_2012_Iguazu";NA;"Sanchez 2012"
"B22";"M_SD_Sanitjan_2009_ML_primary_forest";NA;"Sanitjan_2009_ML_primary_forest";NA;"Sanitjan 2009"
"B22";"M_SD_Sanitjan_2009_XTBG_arboretum";NA;"Sanitjan_2009_XTBG_arboretum";NA;"Sanitjan 2009"
"B22";"M_SD_Sankamethawee_2011";NA;"Sankamethawee_2011";NA;"Sankamethawee_2011"
"B22";"M_SD_Santiago_2014_close_to_remnant";NA;"Santiago_2014_close_to_remnant";NA;"Santiago 2014"
"B22";"M_SD_Santiago_2014_far_from_remnant";NA;"Santiago_2014_far_from_remnant";NA;"Santiago 2014"
"B22";"M_SD_SARM_whole_network_from_paper";NA;"SARM_whole_network_from_paper";NA;"Sarmento_2014"
"B22";"M_SD_Scherer_2007";NA;"Scherer_2007";NA;"Scherer_2007"
"B22";"M_SD_Sethi_2012";NA;"Sethi_2012";NA;"Sethi_2012"
"B22";"M_SD_Silva_Oliveira_2018";NA;"Silva_Oliveira_2018";NA;"Silva_Oliveira_2018"
"B22";"M_SD_Silveira_2006";NA;"Silveira_2006";NA;"Silveira_2006"
"B22";"M_SD_Skeate_1985";NA;"Skeate_1985";NA;"Skeate_1985"
"B22";"M_SD_Skutch_1980";NA;"Skutch_1980";NA;"Skutch_1980"
"B22";"M_SD_Snow_1988_DJF";NA;"Snow_1988_DJF";NA;"Snow 1988"
"B22";"M_SD_Snow_1988_JJA";NA;"Snow_1988_JJA";NA;"Snow 1988"
"B22";"M_SD_Snow_1988_MAM";NA;"Snow_1988_MAM";NA;"Snow 1988"
"B22";"M_SD_Snow_1988_SON";NA;"Snow_1988_SON";NA;"Snow 1988"
"B22";"M_SD_Sorensen_1981";NA;"Sorensen_1981";NA;"Sorensen_1981"
"B22";"M_SD_Souza_Gomes_2008_primary_forest";NA;"Souza_Gomes_2008_primary_forest";NA;"Souza Gomes 2008"
"B22";"M_SD_Souza_Gomes_2008_secondary_fore";NA;"Souza_Gomes_2008_secondary_fore";NA;"Souza Gomes 2008"
"B22";"M_SD_Souza_Laurindo_2017";NA;"Souza_Laurindo_2017";NA;"Souza_Laurindo_2017"
